"22656","7504"
"157882","5547"
"571407","5339"
"992484","5295"
"57695","5278"
"139985","5231"
"522444","4001"
"207421","3744"
"131872","3731"
"230513","3185"
"203907","2928"
"418556","2849"
"438154","2751"
"871026","2381"
"37213","2150"
"714968","2118"
"260990","2108"
"70604","1963"
"256196","1810"
"1707091","1676"
"383861","1658"
"829571","1650"
"276052","1642"
"478399","1635"
"2970947","1613"
"335858","1579"
"21234","1549"
"1103872","1537"
"1679863","1451"
"1831293","1429"
"12960","1420"
"115145","1419"
"2587435","1407"
"605744","1334"
"103154","1271"
"984823","1269"
"535871","1269"
"367273","1259"
"34088","1253"
"2314073","1140"
"1065197","1133"
"105224","1108"
"342852","1101"
"3218114","1073"
"40342","1069"
"869736","1046"
"16883","1045"
"573032","1028"
"438992","989"
"53897","977"
"1927832","973"
"179850","933"
"1221571","918"
"301607","887"
"14955","844"
"1093528","841"
"1393766","830"
"1094597","812"
"552759","812"
"637853","802"
"4725","795"
"680925","790"
"4249","770"
"157247","765"
"1357341","749"
"3474","713"
"928711","695"
"18157","693"
"2670892","685"
"304","666"
"1189885","639"
"3049628","631"
"653856","628"
"592139","626"
"201359","614"
"276101","612"
"1081110","610"
"464988","602"
"548225","597"
"139010","596"
"135589","588"
"280244","588"
"2310289","583"
"302916","576"
"34397","572"
"659804","571"
"1343161","569"
"6309","568"
"839646","568"
"1079354","567"
"474189","559"
"318758","556"
"2024761","548"
"155137","546"
"2300597","543"
"228171","541"
"248432","541"
"203657","541"
"265143","535"
"714969","528"
"251173","519"
"1034737","517"
"1076463","516"
"597657","515"
"1449199","515"
"2711488","505"
"300257","500"
"243943","496"
"1704529","493"
"1155209","488"
"7412","488"
"1293744","487"
"101361","487"
"121747","484"
"45664","483"
"572670","479"
"302139","477"
"127320","477"
"1869846","477"
"1735406","472"
"1587046","466"
"589259","465"
"2071828","461"
"61974","457"
"3916","451"
"330057","449"
"1424875","448"
"1163607","443"
"209513","441"
"600500","441"
"18393","439"
"3182664","438"
"616460","432"
"1040885","431"
"1003142","423"
"513838","423"
"2353911","420"
"131433","419"
"59501","414"
"521799","413"
"738746","412"
"2541560","410"
"501696","409"
"870248","408"
"1133011","406"
"823393","404"
"331052","403"
"415448","402"
"129570","400"
"2670792","400"
"1749753","400"
"20654","396"
"598289","395"
"1265660","395"
"416206","393"
"116472","392"
"905762","385"
"2189127","383"
"391554","382"
"1048330","381"
"217324","381"
"183406","379"
"50476","376"
"42769","371"
"2422776","371"
"1237040","369"
"131368","368"
"263525","364"
"116509","362"
"20394","361"
"241590","360"
"940428","358"
"506855","357"
"271357","352"
"14860","350"
"808486","349"
"1705598","346"
"13792","343"
"697449","341"
"749588","341"
"3545273","339"
"1202025","339"
"142822","337"
"1795530","333"
"330315","333"
"1870555","332"
"466862","331"
"305644","330"
"2598","328"
"2415194","324"
"343955","324"
"551406","324"
"2702504","324"
"1997093","321"
"204788","321"
"372643","321"
"202009","321"
"758280","317"
"64174","316"
"1631193","315"
"2696260","311"
"1380752","311"
"2464386","311"
"61624","309"
"978917","308"
"2894369","308"
"2193767","307"
"1173114","307"
"104950","305"
"1654265","305"
"296328","304"
"214010","304"
"584862","304"
"2891664","303"
"177800","303"
"1711796","300"
"1305253","299"
"824987","298"
"179630","296"
"1622493","295"
"384706","295"
"685641","295"
"750040","292"
"1440565","292"
"1288","291"
"1057230","289"
"1796579","288"
"192444","288"
"72673","287"
"653230","286"
"116639","286"
"2107876","283"
"13663","281"
"1827903","280"
"106261","280"
"1836","280"
"149808","280"
"501557","279"
"1864167","278"
"991778","277"
"352131","275"
"77779","273"
"3444777","273"
"218978","273"
"544983","273"
"69258","273"
"416564","271"
"13","270"
"3282808","270"
"13531","269"
"41423","267"
"121993","265"
"1768232","263"
"821657","261"
"1651233","261"
"20670","261"
"1057429","260"
"3636601","260"
"180659","259"
"2396539","259"
"3269852","257"
"326480","257"
"220834","257"
"2504224","256"
"127479","256"
"974186","254"
"313137","254"
"581205","253"
"443515","253"
"574479","252"
"1143825","251"
"1267661","251"
"118846","249"
"103043","249"
"32090","249"
"3893496","248"
"2664200","248"
"1064245","246"
"453005","246"
"1628375","244"
"164835","244"
"27439","242"
"262022","242"
"559070","242"
"1076640","241"
"1455016","241"
"422597","240"
"982341","238"
"47773","237"
"693752","237"
"15619","237"
"964243","237"
"256618","235"
"893","235"
"1113392","235"
"84889","235"
"104891","235"
"1894684","235"
"240078","234"
"421195","234"
"406429","234"
"12030","233"
"2365297","231"
"395202","231"
"931982","231"
"495796","230"
"1442874","226"
"82511","226"
"1240763","226"
"2616073","226"
"697630","225"
"1981279","225"
"577423","224"
"98811","223"
"263004","222"
"1206301","222"
"699224","221"
"642706","221"
"1291492","220"
"397786","220"
"1060350","219"
"2164109","218"
"581994","217"
"1501794","216"
"100565","215"
"172211","214"
"1066240","214"
"273200","214"
"1225328","214"
"936832","214"
"139595","213"
"2197700","213"
"1622894","212"
"1074097","211"
"233792","211"
"1624376","211"
"714965","210"
"1025118","209"
"142446","209"
"1025201","208"
"6509","208"
"65868","208"
"1719067","207"
"1759845","207"
"185722","206"
"298455","206"
"303810","205"
"114226","205"
"515034","205"
"687514","205"
"1631379","204"
"24054","204"
"1798593","204"
"202694","204"
"2898867","204"
"390695","203"
"17172","203"
"223429","203"
"185322","203"
"180100","203"
"155020","201"
"1001027","201"
"3296621","200"
"66686","200"
"2736496","200"
"119772","199"
"942391","197"
"449856","196"
"723920","196"
"1130930","196"
"343568","195"
"122207","194"
"289171","193"
"691688","193"
"244128","193"
"949300","193"
"1426891","192"
"485337","192"
"3533191","192"
"341508","192"
"2587166","192"
"216021","191"
"21441","191"
"993742","190"
"1123123","190"
"1019167","189"
"8946","188"
"531398","187"
"2756547","187"
"1851024","187"
"2073001","186"
"7345","185"
"751158","185"
"185541","184"
"731620","184"
"382763","183"
"775715","182"
"234901","182"
"67606","181"
"995891","181"
"217862","181"
"222674","180"
"1667004","180"
"1428606","180"
"18573","180"
"507519","179"
"227140","179"
"140816","179"
"472792","179"
"1585767","178"
"1882149","177"
"762913","177"
"12943","177"
"1729265","177"
"1151456","176"
"1831987","176"
"895215","176"
"516167","175"
"1892802","175"
"277304","175"
"1039952","175"
"1033896","175"
"205426","175"
"438742","174"
"873165","174"
"1850609","174"
"21925","174"
"2563754","174"
"719363","174"
"1599479","173"
"1054140","173"
"1479414","173"
"20634","173"
"126769","173"
"301832","172"
"86604","172"
"1256583","171"
"1468366","171"
"367141","171"
"947357","171"
"73070","171"
"2790364","171"
"193906","171"
"851811","170"
"682495","169"
"608820","169"
"365237","169"
"306030","169"
"3558960","169"
"1069068","168"
"11654","168"
"300311","168"
"43786","167"
"3580294","167"
"1273080","167"
"68587","166"
"2115021","166"
"1231230","166"
"87197","166"
"166339","166"
"474283","165"
"54506","165"
"671543","165"
"443716","165"
"1439305","165"
"981744","165"
"80906","164"
"1700321","164"
"15880","164"
"1768226","164"
"496099","164"
"919710","164"
"2598988","164"
"939023","163"
"1813616","163"
"196211","162"
"143585","162"
"3933089","162"
"17175","162"
"784540","161"
"555576","161"
"960524","161"
"1350762","161"
"331515","161"
"910736","160"
"2477916","160"
"1259109","160"
"493939","158"
"1441122","158"
"1210779","158"
"635608","158"
"318921","158"
"6782","157"
"812912","157"
"1223693","157"
"1611055","157"
"554988","156"
"3230038","156"
"1268895","155"
"150978","155"
"471607","154"
"1247781","154"
"13447","154"
"1484739","154"
"23072","154"
"39622","153"
"843943","153"
"1147529","153"
"646634","153"
"86989","153"
"851273","153"
"1059372","152"
"1907906","152"
"112877","151"
"48933","151"
"471070","151"
"1743852","151"
"89266","151"
"782719","151"
"289396","151"
"1361506","151"
"473070","151"
"90848","151"
"335638","150"
"1237575","150"
"391161","150"
"1620671","150"
"1818045","150"
"315306","150"
"1060037","149"
"507099","149"
"1299005","149"
"1400768","149"
"1339987","148"
"1089967","148"
"262683","148"
"67598","148"
"27198","148"
"395659","148"
"254643","147"
"575421","146"
"504956","146"
"2144390","146"
"2491410","146"
"398670","146"
"1279787","146"
"1346369","145"
"227665","145"
"1235867","145"
"492694","145"
"992151","145"
"112079","145"
"1993366","145"
"3131203","145"
"249543","144"
"1816356","144"
"1082681","144"
"51591","143"
"3069254","143"
"272075","143"
"1031689","143"
"1065180","143"
"1420279","142"
"2745792","142"
"1844392","142"
"2783244","142"
"2095090","142"
"664577","142"
"605153","141"
"1573835","141"
"2192903","140"
"2854908","140"
"1267768","140"
"278836","140"
"82804","140"
"1827992","140"
"26620","140"
"1180968","140"
"20322","140"
"696632","139"
"12048","139"
"1142253","139"
"114251","139"
"1277252","139"
"1932588","139"
"359035","139"
"1523342","139"
"527617","139"
"767881","138"
"1839336","138"
"1264321","138"
"756809","138"
"1759128","137"
"2187042","137"
"123582","137"
"20938","137"
"728812","137"
"609251","137"
"160811","136"
"48503","136"
"571189","135"
"2030471","135"
"1331415","135"
"128645","135"
"1988693","135"
"683735","134"
"705773","134"
"1214089","134"
"1731862","134"
"100516","134"
"570767","134"
"838976","134"
"1464763","134"
"1255746","134"
"1347281","133"
"3895960","133"
"3222695","133"
"2168879","133"
"8753","133"
"19479","133"
"523391","133"
"1815485","133"
"1727645","132"
"2798291","132"
"4125191","132"
"1570523","132"
"1168372","132"
"1085186","132"
"120163","132"
"330280","132"
"1360984","132"
"1180966","132"
"783412","132"
"217332","131"
"144746","131"
"171061","131"
"768795","131"
"620338","130"
"275567","130"
"115835","130"
"58956","130"
"428904","130"
"412763","130"
"312172","130"
"1281433","130"
"162634","130"
"1122959","130"
"1115554","129"
"1022141","129"
"41655","129"
"987339","129"
"2471439","129"
"238704","129"
"373861","129"
"489261","129"
"2864740","129"
"654801","128"
"178526","128"
"291741","128"
"18122","128"
"2111035","128"
"937892","127"
"1108032","127"
"481248","127"
"1114338","127"
"2106516","127"
"387927","127"
"1765039","127"
"591495","126"
"2327745","126"
"985949","126"
"150771","126"
"1527544","126"
"2038768","125"
"272451","125"
"240646","125"
"2738565","125"
"1212960","125"
"82788","125"
"830964","125"
"1091466","125"
"1446916","125"
"356857","124"
"1869933","124"
"16853","124"
"1267068","124"
"350890","124"
"131929","124"
