"22656","76683"
"157882","45843"
"57695","25823"
"203907","23315"
"139985","22496"
"571407","18285"
"70604","17729"
"922184","14401"
"522444","13896"
"21234","13556"
"16883","13459"
"276052","13409"
"992484","13025"
"276101","12444"
"40342","11960"
"131872","11377"
"230513","10770"
"37213","10375"
"3474","9953"
"260990","9782"
"829571","9575"
"418556","9370"
"12960","9277"
"18393","9049"
"1679863","8208"
"342852","8111"
"605744","8096"
"4725","7911"
"256196","7829"
"103154","7736"
"714968","7631"
"13531","7553"
"367273","7468"
"1103872","7422"
"871026","7294"
"438154","7204"
"335858","6738"
"1707091","6722"
"6309","6558"
"157247","6525"
"207421","6192"
"869736","6097"
"17172","5595"
"20654","5491"
"105224","5363"
"535871","5120"
"2598","5081"
"14955","5080"
"478399","4990"
"4249","4901"
"34088","4727"
"135589","4725"
"304","4568"
"115145","4540"
"13792","4517"
"597657","4501"
"1357341","4418"
"61974","4407"
"1831293","4361"
"53897","4286"
"383861","4225"
"34397","4167"
"1288","4006"
"265143","3985"
"7412","3801"
"77779","3643"
"45664","3627"
"89266","3516"
"139010","3515"
"228171","3468"
"179850","3443"
"464988","3402"
"1927832","3397"
"438992","3377"
"521799","3296"
"201359","3261"
"129570","3218"
"1094597","3169"
"16853","3099"
"1065197","3076"
"3916","3064"
"2970947","3039"
"422597","2878"
"1393766","2867"
"251173","2844"
"13","2811"
"227665","2800"
"637853","2795"
"121747","2784"
"2603","2690"
"131368","2662"
"65868","2652"
"1093528","2647"
"2314073","2635"
"50476","2634"
"680925","2588"
"330057","2578"
"123582","2566"
"263525","2558"
"659804","2528"
"552759","2509"
"839646","2489"
"14860","2477"
"203657","2455"
"928711","2453"
"127479","2421"
"301607","2400"
"155137","2400"
"653230","2393"
"893","2349"
"2587435","2348"
"244296","2336"
"305644","2319"
"183406","2315"
"1343161","2308"
"280244","2302"
"202009","2288"
"600500","2287"
"1034737","2270"
"1221571","2253"
"302916","2251"
"572670","2239"
"1735406","2223"
"697449","2208"
"29995","2134"
"47773","2125"
"149808","2116"
"217324","2111"
"501557","2100"
"104891","2095"
"12943","2090"
"984823","2077"
"127320","2048"
"331052","2048"
"218978","2027"
"20394","2021"
"241590","2013"
"1081110","2003"
"86463","2002"
"59501","1978"
"548225","1951"
"592139","1947"
"271357","1943"
"343955","1930"
"202214","1917"
